ID,Class,Order,Family,Genus,Species,Genus_and_species,Gaspar,Nick_WIO,Morais,Brandl,Nick_Pacific,Halpern,Yeager,Newman,Rangel,Nagelkerken,RLS,rgaspar,rnickwio,rmorais,rbrandl,rhalpern,ryeager,rnewman,rrls
431,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,trialpha,Chromis trialpha,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
432,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,westaustralis,Chromis westaustralis,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
433,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,woodsi,Chromis woodsi,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
434,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,xanthopterygia,Chromis xanthopterygia,PK,NA,NA,Plankton,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,PK,NA,NA,NA,NA
435,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chromis,xutha,Chromis xutha,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,PK
436,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chrysiptera,annulata,Chrysiptera annulata,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
437,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chrysiptera,galba,Chrysiptera galba,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,H
438,Actinopterygii (ray-finned fishes),Scorpaeniformes,Triglidae,Prionotus,evolans,Prionotus evolans,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
439,Actinopterygii (ray-finned fishes),Perciformes,Dactyloscopidae,Dactyloscopus,moorei,Dactyloscopus moorei,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
440,Actinopterygii (ray-finned fishes),Perciformes,Dactyloscopidae,Gillellus,healae,Gillellus healae,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
441,Actinopterygii (ray-finned fishes),Perciformes,Blenniidae,Hypsoblennius,invemar,Hypsoblennius invemar,OM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,O,NA,NA,NA,I,NA,NA,NA
442,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Elacatinus,genie,Elacatinus genie,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,#REF!,I,NA,NA,NA,I,NA,NA,I
443,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Elacatinus,multifasciatus,Elacatinus multifasciatus,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
444,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Ginsburgellus,novemlineatus,Ginsburgellus novemlineatus,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
445,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Barbulifer,antennatus,Barbulifer antennatus,IM,NA,NA,NA,NA,MINV,NA,NA,NA,NA,NA,I,NA,NA,NA,I,NA,NA,NA
446,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chrysiptera,notialis,Chrysiptera notialis,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,O
447,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chrysiptera,parasema,Chrysiptera parasema,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,O
448,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chrysiptera,sinclairi,Chrysiptera sinclairi,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
449,Actinopterygii (ray-finned fishes),Scorpaeniformes,Triglidae,Prionotus,punctatus,Prionotus punctatus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
450,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chrysiptera,springeri,Chrysiptera springeri,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,PK
451,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chrysiptera,taupou,Chrysiptera taupou,OM,NA,NA,NA,NA,NA,Omnivorous planktivore,NA,NA,NA,#REF!,O,NA,NA,NA,NA,O,NA,O
452,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Microspathodon,bairdii,Microspathodon bairdii,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,H
453,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Microspathodon,dorsalis,Microspathodon dorsalis,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,H
454,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Microspathodon,frontatus,Microspathodon frontatus,HD,NA,NA,NA,NA,THER,NA,NA,NA,NA,NA,H,NA,NA,NA,H,NA,NA,NA
455,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Neoglyphidodon,crossi,Neoglyphidodon crossi,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,PK
456,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Neopomacentrus,bankieri,Neopomacentrus bankieri,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
457,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Neopomacentrus,filamentosus,Neopomacentrus filamentosus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
458,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Macrodontogobius,wilburi,Macrodontogobius wilburi,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,O
459,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Neopomacentrus,fuliginosus,Neopomacentrus fuliginosus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
460,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Neopomacentrus,miryae,Neopomacentrus miryae,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
461,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Neopomacentrus,nemurus,Neopomacentrus nemurus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,PK
462,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Neopomacentrus,sindensis,Neopomacentrus sindensis,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
463,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Neopomacentrus,xanthurus,Neopomacentrus xanthurus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
464,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Parma,alboscapularis,Parma alboscapularis,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
465,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Nexilosus,latifrons,Nexilosus latifrons,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,PK
466,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Parma,bicolor,Parma bicolor,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
467,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Parma,kermadecensis,Parma kermadecensis,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
468,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Parma,mccullochi,Parma mccullochi,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
469,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Parma,microlepis,Parma microlepis,HD,NA,Herbivore-detritivore,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,H,NA,NA,NA,NA,H
470,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Parma,occidentalis,Parma occidentalis,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
471,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Parma,victoriae,Parma victoriae,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,NA,NA,NA,NA,H
472,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Plectroglyphidodon,randalli,Plectroglyphidodon randalli,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
473,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,adelus,Pomacentrus adelus,HD,NA,NA,TurfDetrit,NA,NA,NA,NA,NA,NA,#REF!,H,NA,NA,H,NA,NA,NA,O
474,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,agassizii,Pomacentrus agassizii,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
475,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,albicaudatus,Pomacentrus albicaudatus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
476,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,alleni,Pomacentrus alleni,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,O
477,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,aquilus,Pomacentrus aquilus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
478,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,arabicus,Pomacentrus arabicus,HD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA
479,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,auriventris,Pomacentrus auriventris,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,O
480,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,azuremaculatus,Pomacentrus azuremaculatus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
481,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,baenschi,Pomacentrus baenschi,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,H
482,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,caeruleus,Pomacentrus caeruleus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,O
483,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,colini,Pomacentrus colini,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
484,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,cuneatus,Pomacentrus cuneatus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,O
485,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,imitator,Pomacentrus imitator,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,PK,NA,NA,NA,NA,NA,NA,O
486,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,indicus,Pomacentrus indicus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,O
487,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,javanicus,Pomacentrus javanicus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
488,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,littoralis,Pomacentrus littoralis,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,PK
489,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,leptus,Pomacentrus leptus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
490,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,melanochir,Pomacentrus melanochir,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
491,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,milleri,Pomacentrus milleri,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,O
492,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,pikei,Pomacentrus pikei,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
493,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,polyspinus,Pomacentrus polyspinus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
494,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,proteus,Pomacentrus proteus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
495,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,similis,Pomacentrus similis,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
496,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,stigma,Pomacentrus stigma,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
497,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,sulfureus,Pomacentrus sulfureus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,O
498,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,trichourus,Pomacentrus trichourus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,O
499,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,trilineatus,Pomacentrus trilineatus,OM,Herbivore Grazer,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,H,NA,NA,NA,NA,NA,O
500,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pomacentrus,xanthosternus,Pomacentrus xanthosternus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
501,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Pristotis,cyanostigma,Pristotis cyanostigma,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
502,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Similiparma,hermani,Similiparma hermani,OM,NA,NA,NA,NA,THER,NA,NA,NA,NA,NA,O,NA,NA,NA,H,NA,NA,NA
503,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,acapulcoensis,Stegastes acapulcoensis,OM,NA,Omnivore,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,O,NA,NA,NA,NA,H
504,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,arcifrons,Stegastes arcifrons,OM,NA,Omnivore,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,O,NA,NA,NA,NA,H
505,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,baldwini,Stegastes baldwini,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
506,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,flavilatus,Stegastes flavilatus,OM,NA,Omnivore,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,O,NA,NA,NA,NA,H
507,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,imbricatus,Stegastes imbricatus,HD,NA,NA,NA,NA,THER,NA,NA,NA,NA,NA,H,NA,NA,NA,H,NA,NA,NA
508,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,leucorus,Stegastes leucorus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,H
509,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,otophorus,Stegastes otophorus,HD,NA,NA,NA,NA,THER,NA,NA,NA,NA,NA,H,NA,NA,NA,H,NA,NA,NA
510,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,rectifraenum,Stegastes rectifraenum,OM,NA,Omnivore,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,O,NA,NA,NA,NA,PK
511,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,redemptus,Stegastes redemptus,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
512,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,rocasensis,Stegastes rocasensis,HD,NA,NA,NA,NA,THER,NA,NA,NA,NA,NA,H,NA,NA,NA,H,NA,NA,NA
513,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,sanctaehelenae,Stegastes sanctaehelenae,HD,NA,NA,NA,NA,THER,NA,NA,NA,NA,NA,H,NA,NA,NA,H,NA,NA,NA
514,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Stegastes,sanctipauli,Stegastes sanctipauli,HD,NA,NA,NA,NA,THER,NA,NA,NA,NA,NA,H,NA,NA,NA,H,NA,NA,NA
515,Actinopterygii (ray-finned fishes),Perciformes,Pomacentridae,Chrysiptera,bleekeri,Chrysiptera bleekeri,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,O,NA,NA,NA,NA,NA,NA,PK
516,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Hemitaurichthys,multispinus,Hemitaurichthys multispinus,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
517,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Heniochus,pleurotaenia,Heniochus pleurotaenia,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
518,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Amphichaetodon,howensis,Amphichaetodon howensis,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
519,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Roa,jayakari,Roa jayakari,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
520,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Roa,excelsa,Roa excelsa,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
521,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Chaetodon,nippon,Chaetodon nippon,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
522,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Chaetodon,melapterus,Chaetodon melapterus,IS,NA,NA,InvSess,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,I,NA,NA,NA,NA
523,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Chaetodon,gardineri,Chaetodon gardineri,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,NA,NA,NA,NA,NA,NA,NA
524,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Chaetodon,nigropunctatus,Chaetodon nigropunctatus,IS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
525,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Chaetodon,sanctaehelenae,Chaetodon sanctaehelenae,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
526,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Chaetodon,trichrous,Chaetodon trichrous,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
527,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Chaetodon,litus,Chaetodon litus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
528,Actinopterygii (ray-finned fishes),Perciformes,Chaetodontidae,Chaetodon,hemichrysus,Chaetodon hemichrysus,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
529,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,mata,Acanthurus mata,PK,NA,Planktivore,Plankton,NA,NA,Diurnal planktivore,NA,NA,NA,#REF!,PK,NA,PK,PK,NA,PK,NA,O
530,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,izensis,Scorpaena izensis,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
531,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaena,neglecta,Scorpaena neglecta,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P,NA,NA,NA,NA,NA,NA,NA
532,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaenopsis,neglecta,Scorpaenopsis neglecta,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,NA,NA,NA,NA,NA,P
533,Actinopterygii (ray-finned fishes),Scorpaeniformes,Aploactinidae,Kanekonia,queenslandica,Kanekonia queenslandica,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
534,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,dussumieri,Acanthurus dussumieri,HD,NA,Herbivore-detritivore,TurfDetrit,NA,NA,Grazer,NA,NA,NA,#REF!,H,NA,H,H,NA,H,NA,H
535,Actinopterygii (ray-finned fishes),Scorpaeniformes,Platycephalidae,Cymbacephalus,bosschei,Cymbacephalus bosschei,FC,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,NA,NA,NA,NA,NA,P
536,Actinopterygii (ray-finned fishes),Perciformes,Apogonidae,Apogon,atrogaster,Apogon atrogaster,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
537,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,leucosternon,Acanthurus leucosternon,HD,Herbivore Grazer,Herbivore-detritivore,NA,NA,NA,NA,NA,NA,NA,#REF!,H,H,H,NA,NA,NA,NA,H
538,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,HD,Herbivore Grazer,Herbivore-detritivore,TurfDetrit,EAM rover,NA,Grazer,NA,NA,NA,#REF!,H,H,H,H,NA,H,NA,H
539,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,tennentii,Acanthurus tennentii,HD,Herbivore Grazer,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,H,H,NA,NA,NA,NA,NA,H
540,Actinopterygii (ray-finned fishes),Beryciformes,Holocentridae,Myripristis,chryseres,Myripristis chryseres,PK,NA,NA,NA,NA,NA,Nocturnal planktivore,NA,NA,NA,NA,PK,NA,NA,NA,NA,PK,NA,NA
541,Actinopterygii (ray-finned fishes),Perciformes,Serranidae,Luzonichthys,earlei,Luzonichthys earlei,PK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PK,NA,NA,NA,NA,NA,NA,NA
542,Actinopterygii (ray-finned fishes),Perciformes,Scombridae,Scomberomorus,maculatus,Scomberomorus maculatus,FC,NA,Fish-cephalopod feeder,NA,NA,NA,NA,NA,NA,NA,#REF!,P,NA,P,NA,NA,NA,NA,P
543,Actinopterygii (ray-finned fishes),Perciformes,Acanthuridae,Acanthurus,triostegus,Acanthurus triostegus,HD,Herbivore Grazer,Herbivore-detritivore,TurfDetrit,EAM rover,NA,Grazer,NA,NA,NA,#REF!,H,H,H,H,NA,H,NA,H
544,Actinopterygii (ray-finned fishes),Tetraodontiformes,Monacanthidae,Cantherhines,verecundus,Cantherhines verecundus,IS,NA,NA,NA,NA,NA,Benthic omnivore,NA,NA,NA,NA,I,NA,NA,NA,NA,O,NA,NA
545,Actinopterygii (ray-finned fishes),Perciformes,Mullidae,Parupeneus,chrysonemus,Parupeneus chrysonemus,IM,NA,NA,NA,NA,NA,Invertivore,NA,NA,NA,NA,I,NA,NA,NA,NA,I,NA,NA
546,Actinopterygii (ray-finned fishes),Perciformes,Mullidae,Parupeneus,porphyreus,Parupeneus porphyreus,IM,NA,Mobile invertebrate feeder,NA,NA,NA,Invertivore,NA,NA,NA,#REF!,I,NA,I,NA,NA,I,NA,I
547,Actinopterygii (ray-finned fishes),Scorpaeniformes,Scorpaenidae,Scorpaenopsis,brevifrons,Scorpaenopsis brevifrons,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
548,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Valenciennea,alleni,Valenciennea alleni,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
549,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Valenciennea,bella,Valenciennea bella,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NA,NA
550,Actinopterygii (ray-finned fishes),Perciformes,Gobiidae,Valenciennea,decora,Valenciennea decora,IM,NA,NA,NA,NA,NA,NA,NA,NA,NA,#REF!,I,NA,NA,NA,NA,NA,NA,I
